ServiceDescriptor;ServiceDescriptor._implementationType;ServiceDescriptor._implementationInstance;ServiceDescriptor._implementationFactory;ServiceDescriptor.Lifetime;ServiceDescriptor.ServiceKey;ServiceDescriptor.ServiceType;ServiceDescriptor.ImplementationType;ServiceDescriptor.KeyedImplementationType;ServiceDescriptor.ImplementationInstance;ServiceDescriptor.KeyedImplementationInstance;ServiceDescriptor.ImplementationFactory;ServiceDescriptor.KeyedImplementationFactory;ServiceDescriptor.IsKeyedService
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.IClientErrorFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsClientErrorFactory";Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsClientErrorFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.IClientErrorFactory;Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsClientErrorFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.IHttpRequestStreamReaderFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpRequestStreamReaderFactory";Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpRequestStreamReaderFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.IHttpRequestStreamReaderFactory;Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpRequestStreamReaderFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.IHttpResponseStreamWriterFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpResponseStreamWriterFactory";Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpResponseStreamWriterFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.IHttpResponseStreamWriterFactory;Microsoft.AspNetCore.Mvc.Infrastructure.MemoryPoolHttpResponseStreamWriterFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.ITypeActivatorCache Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.TypeActivatorCache";Microsoft.AspNetCore.Mvc.Infrastructure.TypeActivatorCache;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.ITypeActivatorCache;Microsoft.AspNetCore.Mvc.Infrastructure.TypeActivatorCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.OrderedEndpointsSequenceProviderCache Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.OrderedEndpointsSequenceProviderCache";Microsoft.AspNetCore.Mvc.Infrastructure.OrderedEndpointsSequenceProviderCache;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.OrderedEndpointsSequenceProviderCache;Microsoft.AspNetCore.Mvc.Infrastructure.OrderedEndpointsSequenceProviderCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.OutputFormatterSelector Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector";Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.OutputFormatterSelector;Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Infrastructure.DefaultProblemDetailsFactory";Microsoft.AspNetCore.Mvc.Infrastructure.DefaultProblemDetailsFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsFactory;Microsoft.AspNetCore.Mvc.Infrastructure.DefaultProblemDetailsFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.IViewComponentHelper Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.ViewComponents.DefaultViewComponentHelper";Microsoft.AspNetCore.Mvc.ViewComponents.DefaultViewComponentHelper;"";"";Transient;"";Microsoft.AspNetCore.Mvc.IViewComponentHelper;Microsoft.AspNetCore.Mvc.ViewComponents.DefaultViewComponentHelper;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.IModelBinderFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory";Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.ModelBinding.IModelBinderFactory;Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.IModelMetadataProvider Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.DefaultModelMetadataProvider";Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.DefaultModelMetadataProvider;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.ModelBinding.IModelMetadataProvider;Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.DefaultModelMetadataProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.ICompositeMetadataDetailsProvider Lifetime: Transient ImplementationFactory: Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.ICompositeMetadataDetailsProvider <AddMvcCoreServices>b__5_0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.ICompositeMetadataDetailsProvider];Transient;"";Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.ICompositeMetadataDetailsProvider;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.ICompositeMetadataDetailsProvider];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder";Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder;Microsoft.AspNetCore.Mvc.ModelBinding.ParameterBinder;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache";Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache;Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IObjectModelValidator Lifetime: Singleton ImplementationFactory: Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IObjectModelValidator <AddMvcCoreServices>b__5_1(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IObjectModelValidator];Singleton;"";Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IObjectModelValidator;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IObjectModelValidator];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.Compilation.IViewCompilerProvider Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompilerProvider";Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompilerProvider;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.Compilation.IViewCompilerProvider;Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultViewCompilerProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.Infrastructure.TagHelperMemoryCacheProvider Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.Infrastructure.TagHelperMemoryCacheProvider";Microsoft.AspNetCore.Mvc.Razor.Infrastructure.TagHelperMemoryCacheProvider;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.Infrastructure.TagHelperMemoryCacheProvider;Microsoft.AspNetCore.Mvc.Razor.Infrastructure.TagHelperMemoryCacheProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.IRazorPageActivator Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.RazorPageActivator";Microsoft.AspNetCore.Mvc.Razor.RazorPageActivator;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.IRazorPageActivator;Microsoft.AspNetCore.Mvc.Razor.RazorPageActivator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.IRazorPageFactoryProvider Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultRazorPageFactoryProvider";Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultRazorPageFactoryProvider;"";"";Transient;"";Microsoft.AspNetCore.Mvc.Razor.IRazorPageFactoryProvider;Microsoft.AspNetCore.Mvc.Razor.Compilation.DefaultRazorPageFactoryProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.IRazorViewEngine Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine";Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.IRazorViewEngine;Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.ITagHelperActivator Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.Infrastructure.DefaultTagHelperActivator";Microsoft.AspNetCore.Mvc.Razor.Infrastructure.DefaultTagHelperActivator;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.ITagHelperActivator;Microsoft.AspNetCore.Mvc.Razor.Infrastructure.DefaultTagHelperActivator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.ITagHelperFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.DefaultTagHelperFactory";Microsoft.AspNetCore.Mvc.Razor.DefaultTagHelperFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.ITagHelperFactory;Microsoft.AspNetCore.Mvc.Razor.DefaultTagHelperFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.RazorHotReload Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.RazorHotReload";Microsoft.AspNetCore.Mvc.Razor.RazorHotReload;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.RazorHotReload;Microsoft.AspNetCore.Mvc.Razor.RazorHotReload;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.TagHelpers.ITagHelperComponentManager Lifetime: Scoped ImplementationType: Microsoft.AspNetCore.Mvc.Razor.TagHelperComponentManager";Microsoft.AspNetCore.Mvc.Razor.TagHelperComponentManager;"";"";Scoped;"";Microsoft.AspNetCore.Mvc.Razor.TagHelpers.ITagHelperComponentManager;Microsoft.AspNetCore.Mvc.Razor.TagHelperComponentManager;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Razor.TagHelpers.ITagHelperComponentPropertyActivator Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Razor.TagHelpers.TagHelperComponentPropertyActivator";Microsoft.AspNetCore.Mvc.Razor.TagHelpers.TagHelperComponentPropertyActivator;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Razor.TagHelpers.ITagHelperComponentPropertyActivator;Microsoft.AspNetCore.Mvc.Razor.TagHelpers.TagHelperComponentPropertyActivator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper";Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper;"";"";Transient;"";Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper;Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper`1[TModel] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper`1[TModel]";Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper`1[TModel];"";"";Transient;"";Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper`1[TModel];Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper`1[TModel];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Rendering.SystemTextJsonHelper";Microsoft.AspNetCore.Mvc.Rendering.SystemTextJsonHelper;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper;Microsoft.AspNetCore.Mvc.Rendering.SystemTextJsonHelper;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Routing.ActionEndpointFactory Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Routing.ActionEndpointFactory";Microsoft.AspNetCore.Mvc.Routing.ActionEndpointFactory;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Routing.ActionEndpointFactory;Microsoft.AspNetCore.Mvc.Routing.ActionEndpointFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Mvc.Routing.ControllerActionEndpointDataSourceIdProvider Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Mvc.Routing.ControllerActionEndpointDataSourceIdProvider";Microsoft.AspNetCore.Mvc.Routing.ControllerActionEndpointDataSourceIdProvider;"";"";Singleton;"";Microsoft.AspNetCore.Mvc.Routing.ControllerActionEndpointDataSourceIdProvider;Microsoft.AspNetCore.Mvc.Routing.ControllerActionEndpointDataSourceIdProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
